,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
67,67,67,67,1,11,13,16,0.5146259036159877,3,14,13,7,0.5279061875981332,9,10,11,1,0.3468986656659774,3,7,15,10,0.7900659865030542,9,15,11,12,-0.1614262709809739,10,13,16,7,0.1468232706699949,1,10,13,9,0.2232859843146347,1,7,14,15,0.5359951478607392,1,10,15,14,0.1281627738226629,1,7,10,13,0.8002748213376925,15,10,1,16,0.04777582999587082
68,68,68,68,13,4,9,1,0.0372869218145035,4,13,16,1,-0.0892367890650962,1,16,14,8,-0.6489107681558568,10,14,15,16,-1.3546073458043577,1,9,10,14,-1.0881054800592516,1,10,13,14,0.1568295035436308,1,16,3,7,0.4600272310847899,7,13,15,9,0.6018415392394676,9,14,15,13,-0.5108362958366173,1,9,13,14,-0.540836142387159,15,10,1,16,0.05061605183894946
69,69,69,69,1,15,9,14,-0.5938996909398058,1,7,9,13,0.5371034191623711,3,7,10,14,0.215710271958417,4,10,11,14,-0.3100455927213461,9,10,1,13,0.2255956016265682,13,14,15,10,0.2005344604026663,1,6,13,14,0.271511974044601,1,4,14,15,-0.0700043551465745,1,7,14,16,-0.6494140935996926,10,13,14,7,0.1983370774055927,15,10,1,16,0.04937078303590181
70,70,70,70,1,14,10,2,0.133137989261632,3,15,9,2,0.4251240575999445,3,7,9,14,-0.490708365540232,3,4,9,13,0.0445777677210355,3,10,15,16,-0.1071014290552647,1,15,10,9,0.1907021593864404,10,16,15,14,-1.3639807839942648,1,16,15,13,0.4449925352457928,1,7,14,15,0.5339416979486415,7,9,15,11,0.6843959660257614,15,10,1,16,0.044783255612623085
71,71,71,71,1,3,7,11,0.977370543708061,7,15,13,6,0.8026532288082622,9,14,15,13,-0.5195744917332397,3,13,14,9,-0.5646155670522564,13,14,16,2,-0.7096856504891762,10,9,14,13,-1.0556770033904217,1,10,13,9,0.2195158712974334,7,9,13,10,0.2580723380382362,1,7,10,14,0.2144399726071968,1,7,10,13,0.7987134625030936,15,10,1,16,0.0438372596369494
72,72,72,72,4,13,8,14,0.0898493597934925,7,16,8,15,0.5548968070679569,9,10,13,14,-1.0517201994875514,1,14,15,16,-0.8202221761803783,9,15,14,2,-0.5241735784229891,1,9,13,15,0.5554026469829542,7,9,15,13,0.5994703086092755,7,9,10,13,0.2601395976396154,9,13,16,15,-0.6022433959073077,1,7,11,14,0.6113267784994022,15,10,1,16,0.04665348075424958
73,73,73,73,7,12,13,16,-0.402487458969561,4,11,10,3,0.5384578721094266,13,15,16,10,0.1324716783596732,9,14,10,1,-1.0970941425796936,3,14,16,12,-2.3515489813609496,15,6,14,9,-0.9150568908376996,1,6,13,5,0.8811845024569795,1,10,13,16,0.0931825588656994,1,10,13,14,0.150655801675776,16,13,9,5,-0.4186177096570236,15,10,1,16,0.04532617242044945
74,74,74,74,11,12,15,3,0.5704875873999062,3,1,12,14,-0.4675147285450625,7,10,12,13,0.3442708124138578,13,14,15,9,-0.4970669772303322,1,10,15,16,0.0600243065389545,3,7,14,15,0.4383830822168872,15,10,14,9,-1.0929386928665117,1,9,10,11,0.3530377848078152,3,13,15,10,0.8142698119775579,7,10,15,11,0.9267372120887158,15,10,1,16,0.06002430653895452
75,75,75,75,9,14,15,7,-0.4426417687134154,15,16,2,10,0.0862010665815988,1,3,10,13,0.8563433473636217,6,7,10,11,0.7521930092932501,1,3,9,14,-0.6428033127988797,15,10,3,1,0.7141697183223077,9,13,15,10,0.2647968533640605,10,15,16,14,-1.3596461318426227,1,14,15,13,0.5013433368581304,7,9,10,14,-0.9469970697422738,15,10,1,16,0.04729101719499207
76,76,76,76,5,8,1,14,0.593215723639549,8,10,14,7,0.3148926992871107,3,8,10,13,0.9077438954262476,1,7,15,16,0.4835000715590954,1,15,14,10,0.1410912146974131,1,7,9,13,0.5384376476019985,3,7,14,15,0.4393366191846077,13,14,16,1,-0.733213362245223,10,14,1,15,0.1410912146974131,1,10,13,14,0.1611926464844172,15,10,1,16,0.060373951247285396
77,77,77,77,3,12,1,10,0.2702159230959958,6,9,15,16,-0.9840406248229012,3,16,13,2,0.4794950229500323,7,10,13,16,0.1534280501607727,4,7,16,3,-0.0283492519819883,1,3,8,10,0.8529572474309464,7,9,6,14,-0.7090158906905688,1,16,13,10,0.1046902826630488,1,7,9,10,0.28905704044725,10,14,15,7,0.2539604747372856,15,10,1,16,0.06087846216684489
78,78,78,78,13,12,16,10,-0.955522372788749,3,10,16,7,0.1626509147561575,10,12,5,3,0.4210363319476796,3,7,13,16,0.49781125496108,7,16,13,9,-0.5240181767645276,1,7,15,5,0.983107552046431,10,14,15,7,0.2549433123380653,1,9,10,15,0.2078268442456703,10,13,14,16,-1.2552169143704377,1,7,13,14,0.4853260581766569,15,10,1,16,0.06194449313300754
79,79,79,79,3,4,16,10,-0.6457227576429478,15,3,10,12,0.1450850846715894,13,9,10,1,0.2201614348346933,1,7,15,16,0.4729300586605063,7,9,10,14,-0.949910586416804,1,7,14,16,-0.6566106277545223,1,7,14,11,0.6102113275603744,10,14,15,16,-1.3626641731112643,1,7,16,13,0.4375695828984481,7,14,1,13,0.4779320361748371,15,10,1,16,0.045562685028668115
80,80,80,80,8,12,14,15,-0.2745695002206061,3,10,15,5,0.7975521710323124,1,3,9,12,-0.3873275957872955,10,16,7,1,0.1604951583678524,1,14,16,15,-0.8007248278580121,1,4,15,7,0.7386950648682443,7,9,15,16,-0.5204507125345799,1,7,14,15,0.54536496129383,9,13,14,16,-2.4037640454102784,1,9,10,13,0.231093425786906,15,10,1,16,0.0605054510436166
81,81,81,81,15,10,9,8,0.3202462307830015,7,13,16,15,0.5133997252609286,5,13,8,14,0.6121389770130549,3,7,9,10,0.2836312312243916,1,15,10,14,0.1420715584304315,7,10,14,15,0.2545138223498953,1,7,13,15,0.9578747400718224,9,15,3,1,0.3657117365168812,10,13,14,7,0.2039903132830984,1,7,13,14,0.4860658918900332,15,10,1,16,0.06138700725944579
82,82,82,82,4,11,12,7,0.3085687724199737,6,14,9,15,-0.9127322816183135,4,12,15,1,0.0871260701907098,1,15,11,7,0.9808005546759332,10,15,7,11,0.9233906643725708,1,9,10,16,-1.1997628112530003,1,9,10,15,0.1928221635500707,1,7,16,10,0.1520161647128226,15,14,7,8,0.6179979053661404,1,10,15,14,0.1274670961099041,15,10,1,16,0.0468502953070663
83,83,83,83,7,10,15,16,0.1679134232869561,10,13,7,3,0.8656105260358911,1,13,11,10,0.8608006214124981,1,15,13,10,0.8670852762044645,10,16,6,13,-0.1485066757469122,13,15,7,9,0.5984963156756,1,7,9,10,0.2790754536914765,15,14,10,16,-1.3633633755816703,10,14,13,9,-1.053930346375465,1,13,14,15,0.4995236012106004,15,10,1,16,0.04503349137613011
84,84,84,84,7,16,2,6,0.361735067283577,6,15,10,7,0.6761235847762086,3,5,7,14,0.6286389767325317,14,15,9,11,-0.3860776517127249,7,10,14,16,-1.1745056720852949,1,7,14,11,0.6103956045072021,1,14,13,15,0.50021351491979,9,15,11,14,-0.3860776517127249,13,1,4,8,0.7207801211062048,7,10,14,16,-1.1745056720852949,15,10,1,16,0.04611079985097655
85,85,85,85,7,11,13,16,0.5249077850649178,5,10,11,14,0.421240770130478,9,15,10,1,0.1922403274208377,3,7,10,16,0.1472285201659032,1,3,9,16,-0.7418360352011346,7,10,16,14,-1.1736507004392354,10,14,1,13,0.1522825871681878,7,14,15,9,-0.4441846141940693,1,9,10,16,-1.2007450983162975,1,14,15,16,-0.8207723359867667,15,10,1,16,0.046228674787941904
86,86,86,86,2,1,15,16,0.3823978284598233,8,10,13,14,0.2570963831048257,13,16,7,2,0.4388353554910916,15,10,14,5,0.2899094713193932,3,7,10,9,0.2694772819854764,9,10,15,7,0.3027108329827314,1,7,9,10,0.2810873557060508,1,7,14,13,0.4803498672075326,1,7,10,14,0.2173122834988369,7,9,10,12,-0.6931807166377799,15,10,1,16,0.04688018970176788
87,87,87,87,10,16,1,11,0.2275644673271268,8,16,5,12,-0.2105087178897249,3,7,14,16,-0.6598046703387759,9,15,16,1,-0.6783872207902335,9,10,16,8,-1.0085224999929592,7,10,2,1,0.8019879845334033,7,10,12,15,0.402815135685968,1,9,16,13,-0.6050710515689335,1,7,13,14,0.4886344134863603,6,14,16,13,-0.9976649612506132,15,10,1,16,0.06374556946393817
88,88,88,88,13,12,6,11,0.5011406050177856,5,15,14,2,0.5558727196374169,1,16,13,3,0.4275388859246339,3,14,9,16,-2.599441239393246,15,10,7,9,0.3012195281615917,7,10,13,15,0.8747253892195801,1,3,7,9,0.5575040912215457,1,7,14,13,0.4776856535546482,1,7,10,11,0.8827776837721024,1,7,15,14,0.5344699540814801,15,10,1,16,0.045383269468587395
89,89,89,89,5,10,14,15,0.3031922922117572,1,10,11,16,0.2258149854765943,2,3,10,1,0.8189442787523424,5,9,7,1,0.6722452041986564,1,3,14,10,0.1141367756817216,1,9,10,16,-1.17917016651236,1,13,14,15,0.5130876044223345,9,10,12,14,-2.655688064080656,15,1,6,2,0.8893883216090521,3,7,10,16,0.1632159628678139,15,10,1,16,0.062391352816889234
90,90,90,90,1,3,9,4,-0.0436646038794878,13,14,15,16,-0.7210174946864418,11,4,10,3,0.5393305747819036,1,9,11,16,-0.4629111761633564,1,13,3,14,0.478098700710167,10,14,15,16,-1.3607369956629167,9,14,1,11,-0.3730698152459446,1,7,16,9,-0.539047252877912,7,9,16,10,-1.044560486222728,1,7,9,10,0.2800026079064301,15,10,1,16,0.04666225709830263
91,91,91,91,14,15,16,3,-0.9825150911512492,1,12,3,11,0.6691605498141167,1,3,4,14,-0.0860639900328232,1,7,10,13,0.8009795737917245,1,3,15,7,0.8954103279056889,3,7,13,14,0.5392129130304145,1,14,16,15,-0.7996319419629723,15,13,14,5,0.6285677383706499,1,3,14,15,0.3188149132128085,7,10,14,16,-1.1540008012749552,15,10,1,16,0.061195745192333506
92,92,92,92,11,16,9,1,-0.4639370689067421,8,9,13,6,0.4809932862114342,4,7,16,3,-0.0450058287723036,3,9,14,16,-2.599739955813242,7,13,3,15,0.9238285476740388,1,10,13,15,0.8672175474599335,10,13,15,12,0.3524374840695217,1,7,15,11,0.9806992211000664,1,13,15,14,0.4997695262276223,10,13,14,15,0.1964489785675106,15,10,1,16,0.045266513298710453
93,93,93,93,6,14,15,16,-1.1331820247253992,7,8,9,3,0.6406294801375736,10,15,14,16,-1.365023459704198,9,10,13,14,-1.0554334920611246,9,10,11,15,0.3454978776017861,15,4,9,7,0.1089182194966469,1,9,10,15,0.1900980572537117,1,9,10,16,-1.2038512148265297,7,10,11,15,0.9226453047546884,1,9,11,13,0.6071898307656858,15,10,1,16,0.04400354775635573
94,94,94,94,7,10,4,2,0.4892818150271069,5,10,15,8,0.8990901046026362,1,9,11,15,0.6238476472324839,3,7,9,10,0.2815623411138988,3,1,5,16,0.4904006561900622,14,16,10,12,-2.9653057486906347,1,7,9,10,0.2886161513898203,3,7,9,13,0.5842234205994838,3,7,10,13,0.8710974454424567,7,9,10,14,-0.9317663736727244,15,10,1,16,0.059180803260354464
95,95,95,95,10,14,11,8,0.360838403545821,3,5,7,10,0.920670325144322,1,7,16,5,0.5648066901170237,1,7,14,3,0.5118558644298816,8,9,14,16,-2.2758530917759696,9,10,14,15,-1.1179869355878251,1,7,9,10,0.2780320842217325,9,13,15,16,-0.6052573539249977,1,15,7,10,0.871055321396984,7,15,16,14,-0.6557014987586953,15,10,1,16,0.044540213626114156
96,96,96,96,1,2,13,16,0.3990567797149278,5,9,10,15,0.3502120108005314,9,14,16,12,-4.519203564490023,1,3,7,14,0.5133877895769539,1,10,16,14,-1.3334463811340016,7,10,15,1,0.8717713414646054,7,9,14,16,-2.293443354944126,1,7,10,14,0.2155901035705777,15,16,9,14,-2.543349326763925,1,7,13,14,0.4783222871761182,15,10,1,16,0.04655326721049813
97,97,97,97,3,5,4,14,0.0890494846093393,10,12,16,7,-0.8812962632060948,7,13,14,15,0.5488554780454507,1,3,7,10,0.8609959915784886,1,10,13,15,0.8681590213519819,1,9,11,14,-0.3720041047633715,1,7,15,11,0.980886560502166,1,7,13,10,0.7988054105028722,9,10,13,16,-1.139213896652854,1,7,9,13,0.5339309777937484,15,10,1,16,0.04782648616380758
98,98,98,98,14,7,15,11,0.6515052016937952,13,5,15,12,0.7403524449560838,14,11,15,8,0.6431422914689413,1,7,9,10,0.2925307791991987,1,15,14,4,-0.0537665694659059,1,16,7,3,0.4706529313769352,11,15,16,1,0.5140181058088265,10,14,15,5,0.3047567631984633,7,10,13,8,0.8199205476976121,7,10,13,15,0.881489222988817,15,10,1,16,0.06421147555037066
99,99,99,99,8,13,5,12,0.7079806595362097,7,9,12,16,-1.916773590143527,7,10,13,8,0.8202116105194447,1,7,11,16,0.5604039193374236,7,14,16,13,-0.6585191706831457,7,9,10,15,0.3021129671129122,1,7,9,13,0.5327831373285276,1,9,10,15,0.1924436942657557,1,10,11,14,0.281897196219555,14,13,7,16,-0.6585191706831457,15,10,1,16,0.04631087949914425
100,100,100,100,2,7,8,9,0.5418630720195267,1,6,7,5,0.8954029633373201,10,16,7,4,-0.4869237166791245,4,5,9,10,-0.2322191830485354,3,7,9,13,0.5747125909832871,13,16,6,7,0.2430499422924124,9,13,14,1,-0.5470576964706206,15,10,8,9,0.3090721405728847,7,11,16,1,0.5604546189415991,7,10,13,14,0.1929080104391851,15,10,1,16,0.046690917430638135
101,101,101,101,2,6,12,8,0.572476146816053,5,7,10,12,0.5005677780130167,1,3,6,9,0.2624449938752333,9,10,11,15,0.3611179132408452,1,10,15,13,0.8735982576090411,1,9,10,8,0.2944275338809711,1,9,13,14,-0.5299800686992824,1,14,7,3,0.525065396744207,9,10,16,1,-1.1809091959831943,1,14,16,10,-1.3131604387866802,15,10,1,16,0.06153260360043189
102,102,102,102,3,5,6,8,0.9366879091623036,1,3,10,15,0.7146975886190398,1,13,15,9,0.5561905571356219,1,7,10,14,0.2164779761641981,10,13,15,9,0.264902870215293,15,10,14,13,0.1985243760724255,1,7,9,10,0.2803759659852834,7,14,12,1,-0.3143775798271964,1,9,15,7,0.5863256494662739,5,7,9,13,0.6332037578809575,15,10,1,16,0.04750330278329917
103,103,103,103,1,3,4,7,0.7286338904304808,3,14,1,16,-0.8306074297578454,9,14,7,1,-0.4366906332788052,1,9,15,16,-0.6813124420597514,1,9,10,12,-0.8116066432742659,1,7,10,9,0.289657025245195,1,7,16,9,-0.523907888284721,7,10,14,15,0.2546393642910678,1,10,6,7,0.6926868188454216,1,7,14,15,0.5461549777475648,15,10,1,16,0.061616620312973325
104,104,104,104,1,4,10,14,-0.5271613692495343,7,16,8,13,0.5042074384847831,10,12,15,1,0.2877438759410023,13,14,3,15,0.4106637796805092,1,10,15,12,0.2877438759410023,1,7,13,14,0.479580021084534,1,14,15,10,0.128884075692273,7,9,10,13,0.2607191975120178,15,16,2,14,-0.7596609153481346,16,9,7,15,-0.5366159580008816,15,10,1,16,0.048221656989679396
105,105,105,105,3,4,8,15,0.6710132416126903,6,13,14,5,0.4409415087898702,6,10,11,14,0.0942332924374629,1,9,14,3,-0.6147285321954927,7,14,16,10,-1.1470880510466497,9,10,16,13,-1.1132880875251785,10,11,14,9,-0.827047482399359,13,15,16,14,-0.6926007141440966,1,7,10,14,0.2302418473445152,7,16,9,1,-0.5176936829526539,15,10,1,16,0.06671695387014742
106,106,106,106,3,16,6,15,-0.0288146841425196,1,7,14,15,0.5392677936301713,1,9,14,12,-1.96983477794166,1,7,10,13,0.8002920461727789,4,7,9,15,0.1170256590091635,1,7,15,16,0.4775894084622208,10,14,16,3,-1.3893294537846583,1,3,15,16,0.2342557963728512,7,9,13,15,0.6035087961080279,1,7,10,13,0.8002920461727789,15,10,1,16,0.05183132602343954
107,107,107,107,3,4,14,7,0.0295832764372629,7,9,3,14,-0.4785020284248764,3,5,7,9,0.6733293099763167,5,7,9,13,0.6356784369164639,9,10,13,11,0.3560414438477784,1,9,14,15,-0.5879742983566909,9,13,14,16,-2.4153830110552774,7,9,13,16,-0.5317222701228088,1,6,7,9,0.3878948857869245,1,7,16,9,-0.5317703217132148,15,10,1,16,0.053249973499730596
108,108,108,108,1,3,7,13,0.9560813588318638,14,16,3,11,-0.5982566250310537,3,14,9,10,-1.1323276009900525,1,9,10,14,-1.0667691837700857,3,7,10,1,0.8686595299084274,1,7,14,15,0.5503307383236107,1,7,9,10,0.2941366876342656,13,14,6,1,0.2873115979688404,13,14,1,9,-0.5227616595968603,3,14,16,13,-0.7237072454633775,15,10,1,16,0.06722412122443733
109,109,109,109,5,13,7,15,0.9703590538571726,16,3,15,5,0.3816100059470239,7,10,15,14,0.2580962070711415,3,8,16,1,0.4502621016231883,9,10,16,15,-1.1996675205483447,1,15,3,10,0.7274742779298681,1,14,7,9,-0.4328839600698586,7,14,16,11,-0.4405728642078343,10,11,14,16,-1.0561103527944051,1,9,14,8,-0.4248666074178817,15,10,1,16,0.0651798418561691
110,110,110,110,1,7,15,16,0.4776613570389206,7,11,10,13,0.828327910186629,9,10,7,6,0.0427383658039155,1,15,13,2,0.9651575355539213,1,10,12,13,0.3100192297901099,1,3,7,10,0.8625994372778665,7,10,13,14,0.1984669749027012,10,14,15,13,0.2033018999947256,7,13,14,15,0.5523119316849106,1,10,14,15,0.1326251638037754,15,10,1,16,0.051925299311780915
111,111,111,111,1,9,15,14,-0.5869128711906884,3,8,9,15,0.4647440917404291,1,4,8,9,0.1094100241597043,3,7,10,15,0.7951947720982535,9,13,14,16,-2.4130844299179808,9,15,7,10,0.3093440411429178,1,14,16,15,-0.8097866907464464,1,7,10,16,0.1573487724619022,7,9,10,11,0.415489610435332,1,9,13,15,0.5613798722613467,15,10,1,16,0.0539442778388145
112,112,112,112,1,4,8,15,0.7340217145722749,3,9,10,14,-1.1632523942954132,1,11,14,3,0.5466462412429378,3,11,13,15,0.9356570973995424,7,15,16,3,0.3618500383793226,7,10,11,14,0.3526725369174213,10,14,15,9,-1.1108674084394834,1,12,7,10,0.3613676916010778,10,1,13,7,0.7991216843946536,1,10,14,15,0.1295457781415517,15,10,1,16,0.048841585249087105
113,113,113,113,1,10,14,13,0.1583140177819613,1,10,11,16,0.2204156819733317,1,15,13,9,0.560765041759672,7,10,9,1,0.2852275995265165,1,10,13,16,0.1007498017898809,7,9,14,12,-1.7890888986475,7,10,13,14,0.1994155243156289,4,15,14,13,0.0217338013350714,1,6,7,10,0.6894159339338851,7,14,15,16,-0.6435092674069476,15,10,1,16,0.05334097258377046
114,114,114,114,7,12,11,4,0.3201194959090667,3,9,13,14,-0.5308423898677612,15,16,9,11,-0.4575367663825458,7,13,15,3,0.9328962116228386,1,9,14,15,-0.5688967435452144,1,7,10,13,0.8008291407385351,16,15,8,13,0.5476169307968539,1,7,9,13,0.5426141216996211,1,7,9,10,0.2935275847741998,1,9,15,16,-0.6738924719304547,15,10,1,16,0.06695551899218599
115,115,115,115,3,9,2,14,-0.5396780112800168,4,10,12,13,-0.2704021929665483,3,7,10,15,0.8053724678332971,1,7,11,15,0.9817620872417612,1,3,15,14,0.3276563110254611,1,7,16,13,0.4484852326259265,1,7,10,14,0.2310054414972371,9,10,15,16,-1.19409986699626,10,14,16,9,-3.20086729535876,7,14,11,16,-0.4368552173614333,15,10,1,16,0.06864490011764501
116,116,116,116,6,15,16,10,-0.2130429375159284,5,9,14,15,-0.3709153395196451,9,13,14,4,-1.2814887397919832,16,12,15,10,-1.0389459189934644,1,14,15,9,-0.585112870498826,1,7,10,16,0.1572648307219906,1,10,15,16,0.055300496585028,1,3,7,13,0.9539632268900836,7,9,16,10,-1.0336863100189977,1,14,13,11,0.5592789348771434,15,10,1,16,0.055300496585028
117,117,117,117,4,6,8,15,0.586790433536172,10,13,14,16,-1.2466064297380957,6,9,15,16,-0.9707758236233855,1,3,15,9,0.3739160433213611,14,8,16,15,-0.6298391294836045,3,5,14,1,0.5588846976850358,1,14,15,16,-0.7900007496097439,1,7,15,16,0.4890599697338287,1,7,9,10,0.2938757893254252,7,10,9,14,-0.9211335918227712,15,10,1,16,0.06803336547662941
118,118,118,118,7,15,6,8,0.9254508929064704,3,7,9,14,-0.4575315106317337,11,14,9,5,-0.1640808401745102,1,7,15,4,0.7420125083096191,3,7,10,13,0.8743607677451724,9,10,11,15,0.3671708721275797,16,1,15,2,0.3911682955392837,1,9,14,15,-0.5668542567032744,1,10,14,15,0.1491058071423427,1,10,11,14,0.2961981324627545,15,10,1,16,0.06833127880505863
119,119,119,119,4,6,7,10,0.1857887462883143,10,14,15,8,0.2507373420993678,1,3,8,13,0.9753285661839411,9,15,2,13,0.6070649256001452,1,14,16,13,-0.7416019405835093,10,14,15,1,0.1327891724537024,1,14,10,9,-1.0879247505243472,10,14,16,3,-1.3889417725752762,1,14,15,16,-0.8125257593491162,1,7,13,15,0.9566568370429104,15,10,1,16,0.052090169919414286
120,120,120,120,14,3,4,5,0.1080582282462834,3,6,14,15,0.0622459509288306,15,7,11,14,0.6529218128440024,1,10,13,14,0.166792522809696,1,3,9,16,-0.7120823136893326,1,10,12,7,0.3717101186948827,9,14,7,12,-1.7690538111205942,3,13,14,16,-0.7247625431907139,1,7,10,14,0.2294094210287216,7,15,16,1,0.4881614053607288,15,10,1,16,0.06678838392982711
121,121,121,121,3,12,15,11,0.5630056622150821,11,10,1,12,0.4274211922113768,8,15,1,7,0.9661659500668872,10,14,4,1,-0.521856281398404,1,9,11,12,-0.1485683330015745,10,16,14,3,-1.3878058247643104,1,7,10,14,0.2206684468346721,9,13,3,11,0.6347137562131977,7,15,1,16,0.4782172126445456,15,16,9,1,-0.6935755083516875,15,10,1,16,0.052787200740825546
122,122,122,122,2,9,16,4,-1.3878955323731232,1,9,15,8,0.580956436006214,1,3,10,11,0.8825149579925691,1,8,15,16,0.4578282789730212,9,10,15,11,0.3540812405950002,10,1,15,11,0.8933466724429497,9,15,16,1,-0.6923236124058973,1,9,10,12,-0.8211788947845502,1,9,10,14,-1.085371209503854,10,11,14,7,0.3554764910767016,15,10,1,16,0.05370901562323871
123,123,123,123,1,10,14,16,-1.3045212473279224,1,16,13,3,0.4460404644180065,3,10,15,1,0.729158860084429,10,13,14,7,0.207802562003417,6,7,10,15,0.6917491050317848,1,13,15,16,0.462965380826747,9,10,13,16,-1.1125692753447454,9,1,7,3,0.5745280970396037,7,9,15,16,-0.5105628695654967,9,14,10,16,-3.202514926184657,15,10,1,16,0.06794417663051078
124,124,124,124,1,3,7,10,0.8634160638119868,3,11,6,1,0.8570583661853644,6,15,16,9,-0.9968169948417148,1,3,7,12,0.6358534207430991,9,13,14,15,-0.5053921347451058,1,7,10,13,0.799425861738098,7,9,14,15,-0.4340377063129852,5,15,13,8,0.9726794490941424,9,11,14,15,-0.3760589321720644,14,15,16,7,-0.6430853615182199,15,10,1,16,0.05382105949558935
125,125,125,125,2,16,15,1,0.386587847287307,5,10,11,16,0.362211860502289,13,15,1,4,0.7409705592534743,10,15,16,12,-1.036503272519134,1,7,15,10,0.8753939139643181,1,3,9,15,0.3601706498323471,14,15,7,3,0.434047016510791,3,9,10,13,0.2413098156405917,1,7,10,16,0.1592387026740527,14,1,16,15,-0.8057950231154583,15,10,1,16,0.05680558880245434
126,126,126,126,3,12,14,11,-0.2687242730613692,4,7,8,16,0.0747301899856427,7,13,15,10,0.8785950875238304,1,10,15,14,0.1369146927304838,1,7,9,15,0.5924538702437707,7,10,14,16,-1.1609258563189586,7,10,13,14,0.2004593207225109,11,13,14,8,0.6108856188593492,1,7,9,15,0.5924538702437707,1,15,16,13,0.4540627827870438,15,10,1,16,0.05621521528654183
127,127,127,127,7,8,14,15,0.6303782556863132,3,13,14,16,-0.7161122807677585,14,15,16,3,-0.9629265398749632,15,10,1,5,0.8951460714477908,9,10,11,14,-0.8197613299481756,1,10,14,16,-1.2975878255113895,14,10,1,16,-1.2975878255113895,1,3,10,13,0.8674837557784902,1,7,9,14,-0.4241742095828753,14,15,12,10,-0.9026661900817998,15,10,1,16,0.07231163815420905
128,128,128,128,1,3,13,14,0.4844355247045777,9,14,13,5,-0.3324564304524933,10,13,14,4,-0.468774118838176,1,9,7,15,0.5910718682747143,5,7,9,14,-0.2455296212371946,10,15,16,12,-1.0405729971746922,1,13,14,15,0.5066712179149877,7,9,10,13,0.2647877014166233,1,9,10,14,-1.0847020422926348,1,10,14,7,0.2211731562478085,15,10,1,16,0.05422405528346208
129,129,129,129,4,5,7,9,0.2636432438056106,6,12,9,2,-0.4424125190038999,7,9,6,1,0.3998695820267726,7,10,13,15,0.8822425629010382,16,9,14,7,-2.2573582649859043,7,13,14,15,0.5632289767412775,7,15,16,10,0.1894425977525072,7,9,10,14,-0.9213961757383948,1,10,14,15,0.1489981903515336,10,13,16,7,0.1579057788702464,15,10,1,16,0.06820412376085916
130,130,130,130,7,6,11,14,0.4548927469169679,1,3,6,10,0.6249693863497595,1,7,11,15,0.981206319424894,3,7,15,5,0.9181717883732458,1,7,10,16,0.157183494227886,1,3,5,7,0.9807846888773184,7,10,16,14,-1.1626367550811447,1,10,4,7,0.4697018111816698,7,10,16,8,0.2471918120496308,1,10,15,7,0.8746344385335344,15,10,1,16,0.05464890132019318
131,131,131,131,3,16,4,2,-0.1023078327126969,14,1,10,13,0.1555463886676973,5,1,9,3,0.5903569498480563,9,10,14,6,-1.4129650760174943,7,9,10,16,-1.0392468186343122,1,15,7,16,0.4768542548329028,9,10,16,12,-2.81220677865622,15,16,14,7,-0.6468735232982556,1,9,13,14,-0.5415258050117506,10,16,3,15,-0.0980449041889688,15,10,1,16,0.05090727676287399
132,132,132,132,8,12,2,10,0.312801633253696,11,13,15,14,0.6191244675840759,1,9,11,8,0.6585077416902653,4,10,13,9,-0.3748501384323277,13,15,7,10,0.8821456929743212,7,10,14,15,0.2596307810848339,1,5,10,14,0.2975820078600006,1,7,15,13,0.9586271767993956,1,7,13,14,0.4885073920363767,7,10,14,9,-0.9222402891459424,15,10,1,16,0.06666248488260162
133,133,133,133,1,6,8,13,0.8975908665114544,4,7,8,9,0.2099640813597982,1,15,16,3,0.2547744259330431,9,10,14,16,-3.198131031438061,4,7,10,13,0.4648593431515961,1,10,14,13,0.1698324776161379,1,7,14,15,0.5521664524168104,9,10,14,16,-3.198131031438061,9,13,16,14,-2.3861953711055377,1,9,10,13,0.2385057058367781,15,10,1,16,0.06978255396631194
134,134,134,134,8,14,15,6,0.409901027201626,1,4,8,10,0.485271541893944,10,14,13,16,-1.2608301295973368,10,16,11,3,0.2018382931067109,3,7,9,13,0.5825608471458661,1,10,13,3,0.8606234753704387,9,10,13,16,-1.1266553883441968,1,14,15,7,0.542784721327266,13,16,15,8,0.5422577000558371,1,7,14,15,0.542784721327266,15,10,1,16,0.05670193875086604
135,135,135,135,5,8,12,11,0.765166231895811,7,13,12,15,0.6699412505734159,3,9,11,8,0.6636105858418797,10,14,4,6,-0.8778756870618161,9,10,15,16,-1.211206341222753,1,15,10,13,0.872332313254674,1,9,13,14,-0.5333407828044936,1,7,12,16,-0.3859950374306227,1,7,10,14,0.2240187069383026,7,10,16,9,-1.0299760382234893,15,10,1,16,0.058050956203445025
